,Título,Autor,Co Autor,Co-Autor..,Nota,Total de Avaliações,Nº de Páginas,Data,Editora,Tipo
351,Computação em Nuvem: O Que Você Realmente Precisa Saber,OPUS SOFTWARE,,," 4,6 ",834 avaliações de clientes,111 páginas,14 abril 2016,vazio,  eBook Kindle 
352,Técnicas de invasão de sistemas pentest: práticas detalhadas de hacker ético para os novos profissionais do mercado,César Felipe Gonçalves da Silva,,," 4,7 ",44 avaliações de clientes,400 páginas,25 setembro 2020,Editora Dialética,  eBook Kindle 
353,The Hundred-Page Machine Learning Book em português,Andriy Burkov,Rodrigo Amaro e Silva,," 4,4 ",6 avaliações de clientes,vazio,10 janeiro 2022,vazio,  [Print Replica] eBook Kindle 
354,AS MELHORES BIBLIOTECAS PYTHON: Torne-se um Especialista na Linguagem mais Popular do Mundo!,Diego  Rodrigues,,,,,43 páginas,30 abril 2024,vazio,  eBook Kindle 
355,Zeros de funções: Série Cálculo Numérico para todos,Anibal  Azevedo,,," 3,0 ",1 classificação,vazio,18 fevereiro 2021,vazio,  [Print Replica] eBook Kindle 
356,Python para Iniciantes: Guia de Introdução à Lógica de Programação,Luis Pereira,,,,,20 páginas,13 janeiro 2023,vazio,  eBook Kindle 
357,Algoritmos e Estruturas de Dados,Guimarães,Lages,," 4,7 ",21 avaliações de clientes,232 páginas,30 dezembro 1984,LTC,  Capa comum – 30 dezembro 1984 
358,Histórias apócrifas,Aleksandar Jovanovic,Karel Capek,," 4,5 ",52 avaliações de clientes,176 páginas,25 abril 2013,Editora 34,"  Capa comum – Livro interativo, 25 abril 2013 "
359,Python Em Poucas Palavras,Jideon Francisco Marques,,,,,1323 páginas,17 novembro 2022,Clube de Autores,  eBook Kindle 
360,Redes neurais artificiais: Fundamentos e Aplicações,Zsolt Kovacs,,," 4,2 ",14 avaliações de clientes,176 páginas,21 outubro 2023,Editora Livraria da Física,  Capa comum – 21 outubro 2023 
361,Métodos Numéricos: Ponto Fixo (Matlab e Pyton),Daniel Alves de Brito,,," 5,0 ",1 classificação,60 páginas,27 abril 2023,vazio,  eBook Kindle 
362,"Pesquisa Operacional: 170 Aplicações em Estratégia, Finanças, Logística, Produção, Marketing e Vendas",Eduardo C. Colin,,," 4,6 ",33 avaliações de clientes,528 páginas,15 dezembro 2017,Atlas,  Capa comum – 15 dezembro 2017 
363,informática - Série Provas e Concursos: 1507 Questões Comentadas,João Paulo Colet Orso,,," 4,8 ",81 avaliações de clientes,666 páginas,14 abril 2021,AlfaCon,  Capa comum – 14 abril 2021 
364,O Reino De Python,Eleaquim Jc,,,,,19 páginas,25 março 2024,Clube de Autores,  eBook Kindle 
365,Documentação do Flask,Cláudio Rogério Carvalho Filho,,," 4,5 ",2 avaliações de clientes,576 páginas,4 dezembro 2021,vazio,  eBook Kindle 
366,"Administracao De Redes Com Scripts: Bash Script, Python E Vbscript",Gouveia,,,,,172 páginas,1 janeiro 2007,Brasport,  Capa comum – 1 janeiro 2007 
367,Python: Perguntas e respostas de múltipla escolha,V P Binu,K V Subathra,,,,112 páginas,27 abril 2023,vazio,  Capa comum – 27 abril 2023 
368,Memória e esquecimento na internet (Pautas em Direito),Sérgio Branco,,," 4,6 ",32 avaliações de clientes,210 páginas,16 novembro 2017,Arquipélago Editorial,  eBook Kindle 
369,Método de Volumes Finitos Aplicado à Condução de Calor,Aluizio De Freitas,,," 4,0 ",3 avaliações de clientes,271 páginas,17 maio 2021,vazio,  Capa comum – 17 maio 2021 
370,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: PROGRAMAR AVANÇADO EM PYTHON,Joemerson  Santos,,,,,32 páginas,29 dezembro 2023,vazio,  eBook Kindle 
371,Sistema de Correcção Automática - Python OMR,Paulino Jonas,Jonas Apolo,,,,224 páginas,2 outubro 2023,vazio,  eBook Kindle 
372,Python Fácil: Guia Python Para Iniciantes,Uederson Ferreira Ramos de Oliveira,,,,,102 páginas,2 agosto 2021,vazio,  eBook Kindle 
373,Reencarnei como uma jujuba: e outros textos igualmente degradantes,Douglas Domingues,Victor Bello,," 4,7 ",43 avaliações de clientes,114 páginas,11 maio 2022,vazio,  eBook Kindle 
374,Coletânea Tópicos Especiais em Python (4 livros),Fernando Feltrin,,,,,577 páginas,20 setembro 2022,vazio,  eBook Kindle 
375,Documentação do Jinja: Documentação do Jinja completa em Português,Claudio Rogerio Carvalho Filho,,,,,290 páginas,4 dezembro 2021,vazio,  eBook Kindle 
376,Python para Iniciantes: Aprenda a Programar de Forma Simples e Divertida,Magnus  Cibernético,Equipe TechMentes Leya,,,,vazio,11 junho 2023,vazio,  eBook Kindle 
377,O Livro da Selva,Harvey Kurtzman,,," 4,7 ",68 avaliações de clientes,192 páginas,20 setembro 2021,Veneta,  Capa dura – 20 setembro 2021 
378,Aprendendo a programar com Python,Severino Paiva,,," 1,0 ",1 classificação,239 páginas,27 dezembro 2020,vazio,  eBook Kindle 
379,Meu Primeiro Livro de Programação,Sandro Silva,,," 3,8 ",20 avaliações de clientes,16 páginas,14 julho 2020,vazio,  eBook Kindle 
380,Expressões Regulares Cookbook,Jan Goyvaerts,Steven Levithan,," 5,0 ",10 avaliações de clientes,560 páginas,8 abril 2011,Novatec Editora,  Capa comum – 8 abril 2011 
381,Python Descomplicado: Da Programação Iniciante ao Avançado,Kaio Reis,,,,,44 páginas,20 março 2024,vazio,  eBook Kindle 
382,Uma introdução à Internet das Coisas e Sistemas Embarcados utilizando programação por blocos com BIPES e ESP8266 / ESP32,Rafael Vidal Aroca,,," 4,1 ",4 avaliações de clientes,168 páginas,8 janeiro 2022,vazio,  eBook Kindle 
383,Um Caminho para a Engenharia de Dados,Cézar Augusto Meira Carmo,,," 4,6 ",3 avaliações de clientes,108 páginas,21 julho 2023,vazio,  eBook Kindle 
384,Python - Primeiro passo no data science,Robinson Nemeth,,," 5,0 ",1 classificação,48 páginas,7 outubro 2021,vazio,  eBook Kindle 
385,Machine Learning E Python: Um Guia Pr?tico ? Ci?ncia De Dados,Rodrigo Barbosa De Santis E Tiago Silveira Gontijo,,,,,59 páginas,11 março 2023,Clube de Autores,  Capa comum – 11 março 2023 
386,Introdução À Programação Com Python. Algoritmos E Lógica De Programação Para Iniciantes,Nilo Ney Coutinho Menezes,,,,,224 páginas,1 janeiro 2010,Novatec,  Capa comum – 1 janeiro 2010 
387,Métodos Numéricos: Ponto fixo com MATLAB e Python,daniel alves de brito,,,,,120 páginas,11 julho 2023,vazio,  eBook Kindle 
388,Aprendendo Python,Lutz,,,,,392 páginas,18 junho 2007,Bookman,  Capa comum – 18 junho 2007 
389,Equações diferenciais ordinárias: Série Cálculo Numérico para todos,Anibal Azevedo,,," 3,0 ",2 avaliações de clientes,vazio,19 fevereiro 2021,vazio,  [Print Replica] eBook Kindle 
390,PUDIM PROJECT: Python Volume 11 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT),ANDRE LUIZ BERNARDES,Ana Cláudia Santos Bernardes,,,,47 páginas,17 abril 2024,vazio,  eBook Kindle 
391,Eleve o nível da Extração de Dados(OCR) a um Novo Patamar: Descubra os Segredos com Google Vision API e ChatGPT,Gustavo Marcel Favarelli,,,,,31 páginas,19 maio 2023,vazio,  eBook Kindle 
392,APRENDENDO LÓGICA DE PROGRAMAÇÃO (Portugol),Sergio Eduardo Nunes,,," 1,0 ",1 classificação,vazio,25 junho 2023,vazio,  [Print Replica] eBook Kindle 
393,Machine Learning no Power BI: Use o aprendizado de máquina para automatizar seu Power BI,business intelligence,,," 3,8 ",4 avaliações de clientes,41 páginas,28 dezembro 2020,vazio,  eBook Kindle 
394,"Aprenda Python em 2h, com Mini Curso Python Gratuito",Marcelo F. N. de Oliveira,,,,,36 páginas,25 janeiro 2024,vazio,  eBook Kindle 
395,Atos Assombrosos - A Trilogia De Eddie Dickens,Philip Ardagh,,," 5,0 ",3 avaliações de clientes,140 páginas,12 maio 2004,Record,  Capa comum – 12 maio 2004 
396,PUDIM PROJECT: Python Volume 09 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 7),ANDRE LUIZ BERNARDES,Ana Cláudia Santos Bernardes,,,,44 páginas,16 abril 2024,vazio,  eBook Kindle 
397,PUDIM PROJECT: Python Volume 08 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 8),ANDRE LUIZ BERNARDES,Ana Cláudia Santos Bernardes,,,,48 páginas,16 abril 2024,vazio,  eBook Kindle 
398,Primeiros Passos com o Raspberry PI,Matt Richardson,Shawn Wallace,," 4,3 ",4 avaliações de clientes,192 páginas,7 março 2013,Novatec,  Capa comum – 7 março 2013 
399,Guia Essencial para Iniciantes em Programação: Descubra quais as Linguagens Mais Populares para você aprender,Raphael R,,," 2,5 ",2 avaliações de clientes,56 páginas,25 julho 2023,vazio,  eBook Kindle 
400,Simplificando Algoritmos,Andrés Menéndez,,," 5,0 ",4 avaliações de clientes,288 páginas,31 outubro 2022,LTC,  Capa comum – 31 outubro 2022 
401,250 Exercícios de Múltipla Escolha Sobre Python,Lima Jr.,,,,,590 páginas,6 agosto 2023,vazio,  eBook Kindle 
402,"Introducao a Programacao Web Para Bioinformatica. Html, Css, Php & Javascript",Mariano & De Melo-minardi,,," 4,6 ",170 avaliações de clientes,460 páginas,15 março 2022,Clube de Autores,  Capa comum – 15 março 2022 
403,Inteligência Artificial Bayesiana,José Felipe Souza de Almeida,,," 3,4 ",3 avaliações de clientes,163 páginas,1 abril 2022,Editora Dialética,  eBook Kindle 
404,Tópicos Especiais em Python - Volume 2 (Tópicos Especiais em Python - Fernando Feltrin Livro 4),Fernando Feltrin,,," 5,0 ",1 classificação,193 páginas,27 maio 2021,vazio,  eBook Kindle 
405,Aprendizado De Máquina Python 2 Livro Em 1,Jideon Francisco Marques,,," 1,0 ",1 classificação,360 páginas,10 novembro 2022,Clube de Autores,  eBook Kindle 
406,PUDIM PROJECT: Python Volume 07 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 9),ANDRE LUIZ BERNARDES,André Luiz Bernardes,,,,47 páginas,16 abril 2024,vazio,  eBook Kindle 
407,"Inteligência Artificial: Robôs, Aplicativos e Aprendizado de Máquina em Poucas Palavras",John Adamssen,Kleber Lukas,,,,vazio,vazio,vazio,
408,Aprenda a programar em 10 lições fáceis,Quarto Publishing,,," 4,7 ",125 avaliações de clientes,64 páginas,1 julho 2017,Quarto Editora,  Capa dura – 1 julho 2017 
409,Guia Mangá álgebra Linear,Shin Takahashi,Iroha Inoue,," 4,9 ",125 avaliações de clientes,264 páginas,25 setembro 2012,Novatec Editora,  Capa comum – 25 setembro 2012 
410,2h de Python,Marcelo Fabiano,,,,,30 páginas,21 janeiro 2024,vazio,  eBook Kindle 
411,Teoria computacional de grafos: Os algoritmos,Jayme Luiz Szwarcfiter,,," 4,5 ",20 avaliações de clientes,483 páginas,5 abril 2018,GEN LTC,  eBook Kindle 
412,PUDIM PROJECT: Python Volume 10 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT),ANDRE LUIZ BERNARDES,Ana Cláudia Santos Bernardes,,,,46 páginas,17 abril 2024,vazio,  eBook Kindle 
413,Python Bootcamp (Exercícios em Python): Vol. 2,Felipe de Agostini,,,,,150 páginas,24 agosto 2023,vazio,  eBook Kindle 
414,Python Bootcamp (Exercícios em Python): Vol. 3,Felipe de Agostini,,,,,138 páginas,24 agosto 2023,vazio,  eBook Kindle 
415,50+ Exercícios Resolvidos e Comentados em Python: Nível Especialista (Exercícios Resolvidos e Comentados em Python - Fernando Feltrin Livro 2),Fernando Feltrin,,,,,145 páginas,26 julho 2023,vazio,  eBook Kindle 
416,Framework Django para Iniciantes: Desenvolvimento ágil de páginas web modernas com Python + HTML + CSS + Javascript,Jackson Luis Schirigatti,,,,,96 páginas,21 outubro 2020,vazio,  Capa comum – 21 outubro 2020 
417,Computação em nuvem - cloud computing: tecnologias e estratégias,Brian J. S. Chee,Curtis Franklin Júnior,," 4,6 ",15 avaliações de clientes,256 páginas,1 janeiro 2013,M.Books,  Capa comum – 1 janeiro 2013 
418,INTRODUCAO A PROGRAMACAO COM PYTHON,,,,,,1 páginas,vazio,vazio,  Capa comum 
419,Uma introdução prática ao processamento de sinais digitais com Python,Akhtar Nadaf,Zakir Shaikh,,,,60 páginas,16 junho 2023,vazio,  Capa comum – 16 junho 2023 
420,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: APRENDER A PROGRAMAR,Joemerson Santos ,joemerson lima,,,,32 páginas,30 dezembro 2023,vazio,  eBook Kindle 
421,Concepção de um dispositivo de análise térmica simples e diferencial: Utilização de ferramentas Arduino® e Python®,Fenohasina Randriamampianina,,,,,100 páginas,19 abril 2023,vazio,  Capa comum – 19 abril 2023 
422,Python Descomplicado,EDUARDO PEREIRA,,,,,172 páginas,13 abril 2023,vazio,  eBook Kindle 
423,O Plâncton como Bioindicador Ambiental – Guia Prático Ilustrado,Vanessa Gazulha,,," 4,7 ",14 avaliações de clientes,80 páginas,1 janeiro 2022,RiMa Editora,  Capa comum – 1 janeiro 2022 
424,Extracção de padrões de utilidade utilizando Python,G S Thakur,,,,,104 páginas,7 junho 2023,vazio,  Capa comum – 7 junho 2023 
425,"Guia do Maker Para o Apocalipse Zumbi: Defenda sua Base com Circuitos Simples, Arduino e Raspberry Pi",Simon Monk,,," 4,6 ",70 avaliações de clientes,296 páginas,4 janeiro 2016,Novatec Editora,  Capa comum – 4 janeiro 2016 
426,Plone 4: administrando servidores Plone 4.x na prática,Rogério da Costa Dantas Luiz,,," 5,0 ",2 avaliações de clientes,144 páginas,12 fevereiro 2014,Brasport,  Capa comum – 12 fevereiro 2014 
427,Como Funciona Um Sistema De Recomendação,Newton Galiza,,," 4,0 ",2 avaliações de clientes,7 páginas,29 março 2022,vazio,  eBook Kindle 
428,A Espetacular e Incrível Vida de Douglas Adams,Jem Roberts,Stephania Matousek,," 4,6 ",51 avaliações de clientes,552 páginas,18 abril 2016,Editora Aleph,  Capa comum – 18 abril 2016 
429,Python Descomplicado: O caminho do Autodidata,Juvenal Culino,Juvenal Culino Culino,,,,126 páginas,27 janeiro 2024,vazio,  eBook Kindle 
430,Python Infantilizado: Conceitos Iniciais em exemplos bobos.,Cleiton  N. Alberto,,,,,3 páginas,23 junho 2023,vazio,  eBook Kindle 
431,Codificação Python c++,adam hazlewood,,,,,20 páginas,5 abril 2023,vazio,  eBook Kindle 
432,inteligência artificial: Os antepassados da aprendizagem profunda,Dr. mint,,,,,58 páginas,29 abril 2024,vazio,  eBook Kindle 
433,Controle da qualidade handbook - vol.1 - conceitos,,,,,,vazio,vazio,vazio,  Capa comum 
434,As fantásticas fábulas do magnífico Terry Jones,Terry Jones,Michael Foreman,," 4,7 ",48 avaliações de clientes,124 páginas,3 dezembro 2019,Formato,  Capa comum – 3 dezembro 2019 
435,MANUAL DO FREELANCER: Consiga seu primeiro cliente e ganhe uma renda extra,Python Fácil,,,,,12 páginas,10 novembro 2023,vazio,  eBook Kindle 
436,Programação Orientada à Objetos em Python: Do Básico ao Avançado,Fernando Feltrin,,,,,300 páginas,11 junho 2023,vazio,  eBook Kindle 
437,TECNOLOGIA DA INFORMAÇÃO: O mais completo para todos os concursos.,Wemerson Oliveira,,," 4,1 ",5 avaliações de clientes,vazio,16 fevereiro 2023,vazio,  [Print Replica] eBook Kindle 
438,Python E Django - Desenvolvimento Agil De Aplicacoes Web,"Osvaldo Galesi, Thiago^Santana",,," 5,0 ",1 classificação,280 páginas,1 janeiro 2010,Novatec,  Capa comum – 1 janeiro 2010 
439,Nagios. Monitorando de Redes Corporativas - 1,Oliveira,,," 4,7 ",5 avaliações de clientes,112 páginas,1 janeiro 2014,Ciencia Moderna,  Capa comum – 1 janeiro 2014 
440,Explorando Além dos Gráficos: Recursos Avançados e Truques no Power B (Power BI além dos gráficos Livro 1),BRUNO MELO DA SILVA,,,,,228 páginas,23 dezembro 2023,vazio,  eBook Kindle 
441,"Aprenda Django 3 com Exemplos: Crie Aplicações web Profissionais em Python, Começando do Zero",Antonio Melé,,," 4,8 ",137 avaliações de clientes,544 páginas,10 agosto 2020,Novatec Editora,  Capa comum – 10 agosto 2020 
442,Primeiros Passos com Web2py: Desenvolvimento Agil para Web,Mauro Duarte,,," 3,4 ",9 avaliações de clientes,238 páginas,29 fevereiro 2016,vazio,  eBook Kindle 
443,"Integrando Flash com Perl e Python - Versoes Mx 2004, Mx e 5.0 - 1",Macedo,,,,,168 páginas,1 janeiro 2006,Ciencia Moderna,  Capa comum – 1 janeiro 2006 
444,"Inteligência Artificial: A Breve História da Aprendizagem Profunda, Algoritmos, Processamento de Linguagem Natural, Redes Neurais Artificiais e Ferramentas como ChatGPT, Dall-E e Mais",John K Burchfield,,,,,122 páginas,30 junho 2023,Global History Book Press,  Capa comum – 30 junho 2023 
445,Programação em Python 3,Mark Summerfield,,," 4,6 ",64 avaliações de clientes,520 páginas,23 novembro 2009,Alta Books,  Capa comum – 23 novembro 2009 
446,Dados Demais!,Thomas H. Davenport,,," 4,2 ",57 avaliações de clientes,240 páginas,19 novembro 2013,Elsevier,  Capa comum – 19 novembro 2013 
447,Monty Python - o Sentido da Vida - sem CD,Monty Python,,,,,56 páginas,1 janeiro 2008,Abril,  Capa comum – 1 janeiro 2008 
448,DESPERTE O PROFÉTICO QUE HÁ EM VOCÊ: Como operar biblicamente no profético e desmascarar o espírito Python,Shaddai  MAVAKALA,,,,,150 páginas,15 janeiro 2024,vazio,  eBook Kindle 
449,Sistemas Lineares: Série Cálculo Numérico para todos,Anibal Azevedo,,," 5,0 ",1 classificação,vazio,18 fevereiro 2021,vazio,  [Print Replica] eBook Kindle 
450,Documentação do Twisted,Cláudio Rogério Carvalho Filho,,,,,1206 páginas,4 dezembro 2021,vazio,  eBook Kindle 
451,"Cálculo No Mercado Financeiro: Conceitos, Ferramentas E Exercícios",Liliam Sanchez Carrete,Rosana Tavares,," 4,5 ",7 avaliações de clientes,456 páginas,7 janeiro 2015,Atlas,  Capa comum – 7 janeiro 2015 
452,Coding for Security : Guia Completo para Desenvolvimento Seguro,Eduardo Rodrigo Dias,,," 4,1 ",3 avaliações de clientes,vazio,13 junho 2023,vazio,  eBook Kindle 
453,Noções básicas de Python,Srinivas Jagirdar,,,,,52 páginas,5 abril 2023,vazio,  Capa comum – 5 abril 2023 
454,UNIVERSO DA PROGRAMAÇÃO: Guia Essencial de termos e conceitos,Maiquel Gomes,,,,,134 páginas,11 julho 2023,vazio,  eBook Kindle 
455,Automatize Tarefas Maçantes com Python: Programação Prática Para Verdadeiros Iniciantes,Al Sweigart,,," 4,8 ",249 avaliações de clientes,568 páginas,17 agosto 2015,Novatec Editora,  Capa comum – 17 agosto 2015 
456,Apostila Python: Porta de entrada,Hebert Barros,,,,,165 páginas,8 fevereiro 2023,vazio,  eBook Kindle 
457,Know python in Portuguese,Avinash T V,,,,,166 páginas,28 abril 2023,vazio,  eBook Kindle 
458,Geek Love: Todos nós temos um lado freakshow,Katherine Dunn,Débora Isidoro,," 4,7 ",706 avaliações de clientes,464 páginas,7 julho 2018,Darkside,  Capa dura – 7 julho 2018 
459,Go em Ação,William Kennedy,,," 4,7 ",82 avaliações de clientes,304 páginas,24 maio 2016,Novatec Editora,  Capa comum – 24 maio 2016 
460,Aprenda a Programar,Cesar Brod,,,,,288 páginas,18 outubro 2013,Novatec,  Capa comum – 18 outubro 2013 
461,Python Descomplicado,Eduardo  Pereira ,,,,,215 páginas,11 abril 2023,vazio,  eBook Kindle 
462,Aprendizagem profunda prática com programação Python,Anurag Jain,,,,,60 páginas,26 janeiro 2023,vazio,  Capa comum – 26 janeiro 2023 
463,Python para Iniciantes: Um Guia Prático para Aprender a Programar,Lincon Venicios Gallo do Santos,,,,,39 páginas,16 fevereiro 2023,vazio,  eBook Kindle 
464,Documentação do PyTest,Cláudio Rogério Carvalho Filho,,,,,439 páginas,4 dezembro 2021,vazio,  eBook Kindle 
465,Explicando Django 1.10,Jossiano Leal,,,,,vazio,4 junho 2023,vazio,  eBook Kindle 
466,"Administracao De Redes Com Scripts. Bash Script, Python E Vbscript",Daniel G Costa,,," 5,0 ",3 avaliações de clientes,208 páginas,8 abril 2010,Brasport,  Capa comum – 8 abril 2010 
467,"PROFISSÃO CIENTISTA DE DADOS: Habilidades, Desafios e Oportunidades na área de Ciência de Dados",Diego  Rodrigues,,,,,49 páginas,30 abril 2024,vazio,  eBook Kindle 
468,Porque Não sou Cristão,Bertrand Russell,,," 4,3 ",7 avaliações de clientes,212 páginas,20 novembro 2020,Edições 70,  Capa comum – 20 novembro 2020 
469,Guia como codificar em Minecraft,On Line Editora,,," 5,0 ",1 classificação,132 páginas,1 outubro 2018,On Line Editora,  Capa comum – 1 outubro 2018 
470,Blockchain com Python Guia básico: Python aplicado ao blockchain em nível básico,Alexandre Simões,,," 4,0 ",1 classificação,29 páginas,13 janeiro 2021,vazio,  eBook Kindle 
471,Mineração de Dados da Web Social,Matthew A. Russell,,," 4,8 ",10 avaliações de clientes,360 páginas,26 julho 2011,Novatec,  Capa comum – 26 julho 2011 
472,Por Que Não Sou Cristão,Bertrand Russell,,," 5,0 ",4 avaliações de clientes,224 páginas,7 março 2008,L&PM,  Capa comum – 7 março 2008 
473,Expressões Regulares. Uma Abordagem Divertida,Aurelio Marinho Jargas,,," 4,6 ",12 avaliações de clientes,224 páginas,23 outubro 2012,Novatec,  Capa comum – 23 outubro 2012 
474,Introdução em Cloud: Uma breve Introdução a Computação em Nuvem,Matheus França,,," 5,0 ",2 avaliações de clientes,30 páginas,30 junho 2023,vazio,  eBook Kindle 
