,Título,Autor,Co Autor,Co-Autor..,Nota,Total de Avaliações,Nº de Páginas,Data,Editora,Tipo
475,DOMINE O TensorFlow: Aprenda a trabalhar na melhor ferramenta de inteligência artificial do mercado,business intelligence,,," 4,0 ",1 classificação,19 páginas,6 dezembro 2020,vazio,  eBook Kindle 
476,PYTHON GAMES,João Rotta Neto,,,,,284 páginas,22 fevereiro 2023,UICLAP,"  Impressão sob demanda (capa comum) – Edição padrão, 22 fevereiro 2023 "
477,Machine Learning: metodologia de mineração automatizada com dados das redes sociais e processamento de linguagem natural,Flávio Mosafi,,," 2,0 ",1 classificação,159 páginas,18 janeiro 2022,Editora Dialética,  eBook Kindle 
478,Curso Básico para se Tornar um Programador,edson teixeira pinto junior,,,,,9 páginas,21 outubro 2023,vazio,  eBook Kindle 
479,Guia abrangente para o empenamento dinâmico do tempo em Python,Hafiz Muhammad Gulzar,,,,,60 páginas,19 janeiro 2023,vazio,  Capa comum – 19 janeiro 2023 
480,Aprendendo Julia - Introdução à DataFrames e Ciência de Dados em Julia,Amaury André,,," 4,7 ",16 avaliações de clientes,50 páginas,19 agosto 2019,vazio,  eBook Kindle 
481,Gestión de tesorería con Python,Francisco Salas Molina,David Plá Santamaría,,,,108 páginas,14 junho 2017,Universitat Politècnica de València,  Capa comum – 14 junho 2017 
482,Aum Coloração Em Bloco Para Gráficos Especiais Com Codificação Python: Vol 2,Uma Maheswari a,Bala Samuvel J,,,,52 páginas,22 março 2023,vazio,  Capa comum – 22 março 2023 
483,Fundamentos do Full-Stack: Integração de Django e JavaScript,Rupesh Kumar Tipu,Vandna Batra,,,,100 páginas,24 abril 2024,vazio,  Capa comum – 24 abril 2024 
484,Aprendizado de Máquina,Tiago Mendonça dos Santos Rafael Izbicki,,," 5,0 ",2 avaliações de clientes,270 páginas,27 outubro 2022,UICLAP,"  Impressão sob demanda (capa comum) – Edição padrão, 27 outubro 2022 "
485,Aprendizagem Da Máquina de Programação Em Python: Uma introdução aos modelos de aprendizagem automática - supervisionada,Jorge Gómez,Velssy Hernández,,,,108 páginas,16 novembro 2022,vazio,  Capa comum – 16 novembro 2022 
486,A Arte da Programação:: Desafios e Conquistas de Levike,Gabriel Bastos,,,,,vazio,12 junho 2023,vazio,  eBook Kindle 
487,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar,Estêvão M Mazuze,Fialho Nehama,,,,56 páginas,29 fevereiro 2024,vazio,  Capa comum – 29 fevereiro 2024 
488,Programação Python: Complexo é Simples,Tanmay Arora,,,,,96 páginas,2 outubro 2020,vazio,  Capa comum – 2 outubro 2020 
489,Rastreamento celular convectivo através da Visão Computadorizada baseada no Aprendizado Profundo: Algoritmo baseado em Python para identificação e seguimento de células convectivas,S V Ranganayakulu,,,,,76 páginas,9 fevereiro 2021,Edicoes Nosso Conhecimento,  Capa comum – 9 fevereiro 2021 
490,C#: Como Programar,Harvey Deitel,,," 4,6 ",7 avaliações de clientes,1200 páginas,28 maio 2003,Pearson Universidades,  Capa comum – 28 maio 2003 
491,Inteligência Artificial com R e Python para Iniciantes: Uma Introdução à Análise Estatística e Machine Learning,Luiz Barboza,,,,,228 páginas,20 abril 2020,Novas Edicoes Academicas,  Capa comum – 20 abril 2020 
492,Computação em nuvem para concursos - Questões comentadas e teoria,Shirlei Aparecida de Chaves,Daniel Nunes,," 4,1 ",2 avaliações de clientes,58 páginas,29 julho 2013,vazio,  eBook Kindle 
493,23 Perguntas sobre Aprendizado de Máquina: Regras Práticas para o Desenvolvimento de Aplicações,Rosembergue  Souza,,," 4,0 ",1 classificação,135 páginas,5 dezembro 2020,vazio,  eBook Kindle 
494,Programando o Raspberry PI,Simon Monk,,," 4,4 ",5 avaliações de clientes,192 páginas,12 abril 2013,Novatec,  Capa comum – 12 abril 2013 
495,Raspberry PI. Manual do Usuário,Eben Upton,Gareth Halfacree,," 4,8 ",11 avaliações de clientes,272 páginas,24 maio 2013,Novatec,  Capa comum – 24 maio 2013 
496,Programação à Caminho: Aprenda os conceitos básicos e escreva seu primeiro código.,Caio Henrique ,,," 5,0 ",1 classificação,vazio,21 janeiro 2023,vazio,  eBook Kindle 
497,Monetize e Ganhe dinheiro com Inteligência Artificial: IA Inteligência Artificial,CEO Martins Martines,martins oliveira,,,,13 páginas,2 maio 2024,vazio,  eBook Kindle 
498,Estrutura de Dados e Técnicas de Programação,Francisco Francisco Bianchi,,," 4,6 ",23 avaliações de clientes,416 páginas,8 agosto 2014,GEN LTC,  Capa comum – 8 agosto 2014 
499,Curso Intensivo de Python: Uma Introdução Prática e Baseada em Projetos à Programação,Eric Matthes,,," 4,8 ",565 avaliações de clientes,656 páginas,16 maio 2016,Novatec Editora,  Capa comum – 16 maio 2016 
500,Exemplos de utilização de Python para criar Geo-apps,Amarildo Shallas,,,,,56 páginas,3 junho 2022,vazio,  Capa comum – 3 junho 2022 
501,UNIVERSO DA PROGRAMAÇÃO: Guia essencial de termos e conceitos,Maiquel Gomes,,,,,133 páginas,11 julho 2023,vazio,  eBook Kindle 
502,Python Para Data Science,AMILCAR NETTO,,,,,200 páginas,15 janeiro 2023,Alta Books,  Capa comum – 15 janeiro 2023 
503,Deteção de idade e género com base na aprendizagem profunda,Mazin Riyadh Al-Hameed,Fatima Asaad Mohhammed,,,,64 páginas,14 abril 2024,vazio,  Capa comum – 14 abril 2024 
504,Python para começar,José Humberto de Souza Prates,,,,,126 páginas,7 março 2024,Clube de Autores,  Capa comum – 7 março 2024 
505,Computational Thinking : Unlocking the Power of Problem Solving,Claudio M. Antonio,,,,,28 páginas,17 outubro 2023,vazio,  eBook Kindle 
506,Aprenda a Programar com Minecraft: Transforme seu Mundo com o Poder do Python,Craig Richardson,,," 4,4 ",24 avaliações de clientes,360 páginas,13 abril 2016,Novatec Editora,  Capa comum – 13 abril 2016 
507,Deteção de imagens falsas utilizando algoritmos de aprendizagem automática,Ahmed Gazali Mounirou,,,,,84 páginas,5 abril 2024,Edicoes Nosso Conhecimento,  Capa comum – 5 abril 2024 
508,Aprendendo Pentest com Python: Utilize Scripts Python Para Executar Pentests Eficazes e Eficientes,Christopher Duffy,,," 5,0 ",33 avaliações de clientes,304 páginas,17 maio 2016,Novatec Editora,  Capa comum – 17 maio 2016 
509,Cartografia Com Python: Aplicações NAS Ciências Agrárias E Geociências,Vinicius Bergmann Martins,Mireli Bergmann Martins,,,,56 páginas,11 outubro 2022,vazio,  Capa comum – 11 outubro 2022 
510,"Padronização da Colheita de Semên em Três Espécies de Serpentes: (Epicrates crassus, Python regius e Crotalus durissus terrificus)",Suélem Lavorato de Oliveira,,,,,60 páginas,3 dezembro 2018,vazio,  Capa comum – 3 dezembro 2018 
511,Computação Em Nuvem: Solução de armazenamento de dados,Anurag Upadhyay,Anshul Kumar,,,,248 páginas,10 fevereiro 2023,vazio,  Capa comum – 10 fevereiro 2023 
512,Labirinto: Trinta anos sem perder a magia,Jim Henson,,," 4,7 ",277 avaliações de clientes,272 páginas,26 agosto 2016,Darkside,  Capa dura – 26 agosto 2016 
513,Dominando Python,Ruhan Avila da Conceição,,,,,172 páginas,27 julho 2023,UICLAP,"  Impressão sob demanda (capa comum) – Edição padrão, 27 julho 2023 "
514,Geração de citações aleatórias por categoria,Swati Gupta,Meenu Vijarania,,,,56 páginas,27 março 2024,vazio,  Capa comum – 27 março 2024 
515,"Míster Mundo: Jorge Jesus, o Flamengo e o incrível ano de 2019",Bruno Palvarini,,," 4,3 ",37 avaliações de clientes,246 páginas,31 dezembro 2019,vazio,  Capa comum – 31 dezembro 2019 
516,Desenhando com Turtle Graphics – Python,Helio H. Monte-Alto,,,,,105 páginas,23 abril 2024,Clube de Autores,  Capa comum – 23 abril 2024 
517,Humanos: Una breve historia de cómo la hemos pifiado,Tom Phillips,Ignacio Villaro Gumpert,," 4,4 ",161 avaliações de clientes,256 páginas,30 abril 2019,Ediciones Paidós,  Capa comum – 30 abril 2019 
518,Programação Python,,,,,,344 páginas,5 julho 2021,Tokio School S.L.,  Capa comum – 5 julho 2021 
519,Data science do zero: primeiras regras com o Python,Joel Grus,,," 4,6 ",792 avaliações de clientes,336 páginas,27 junho 2016,Alta Books,  Capa comum – 27 junho 2016 
520,Manual de Introdução à Programação Python,Lakshmi Padmaja,,,,,56 páginas,29 dezembro 2022,vazio,  Capa comum – 29 dezembro 2022 
521,Use a cabeça! Programação JavaScript: programação JavaScript,Eric Freeman,Elisabeth Robson,," 4,7 ",130 avaliações de clientes,704 páginas,24 maio 2016,Alta Books,  Capa comum – 24 maio 2016 
522,Python: Uma Introdução Simples,Edenilson Brandl,,,,,458 páginas,19 julho 2023,vazio,  Capa comum – 19 julho 2023 
523,PROGRAMAÇÃO PYTHON: APRENDER RAPIDAMENTE,G. S. Thakur,,,,,68 páginas,10 outubro 2023,Edições Nosso Conhecimento,  Capa comum – 10 outubro 2023 
524,Python para IOT: Programação Prática Python para IOT,Pratik Tawde,,,,,68 páginas,17 junho 2021,vazio,  Capa comum – 17 junho 2021 
525,Um algoritmo Python para a criação de dicionários em línguas africanas: Desenvolvimento de ferramentas HLT para as línguas africanas utilizando software de código aberto,Mthuli Buthelezi,,,,,56 páginas,27 dezembro 2022,Edições Nosso Conhecimento,  Capa comum – 27 dezembro 2022 
526,Conceitos de programação Python: Para principiantes e estudantes,Abhinav T,Ramesh B T,,,,132 páginas,29 dezembro 2023,vazio,  Capa comum – 29 dezembro 2023 
527,Livro de Tarefas de Segurança Cibernética: Protecção de dados utilizando a linguagem de programação Python,Artem Sokolov,,,,,64 páginas,21 junho 2022,vazio,  Capa comum – 21 junho 2022 
528,CONVERSÃO ÁUDIO/TEXTO PARA LINGUAGEM GESTUAL: ABORDAGEM PYTHON,Raghavendra Chilamakur,Kalyani Darapaneni,,,,56 páginas,7 agosto 2022,vazio,  Capa comum – 7 agosto 2022 
529,"Python: Pygame, Zope, Trac, Sintaxe e semântica de Python, Guido van Rossum, CPython, Blender Publisher, Django, WxPython, PyQT, PyGTK, Stoq",Fonte: Wikipedia,,,,,28 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
530,Programação Python: Para principiantes,T Swapna,V Divya Raj,,,,52 páginas,8 fevereiro 2024,vazio,  Capa comum – 8 fevereiro 2024 
531,Linguagens de Programação: Princípios e Paradigmas,Allen B. Tucker,,," 5,0 ",2 avaliações de clientes,611 páginas,1 janeiro 2009,AMGH,  Capa comum – 1 janeiro 2009 
532,Algoritmos e Logica de Programacao com Python,Bruno Luvizotto Carli,,,,,199 páginas,24 março 2022,Clube de Autores,  Capa comum – 24 março 2022 
533,Python para programadores africanos principiantes,Francis Bent Mboyo Ndombo,,,,,140 páginas,22 agosto 2023,Edicoes Nosso Conhecimento,  Capa comum – 22 agosto 2023 
534,Algoritmos - Teoria e Prática,Thomas Thomas Cormen,,," 4,8 ",251 avaliações de clientes,944 páginas,10 abril 2012,GEN LTC,  Capa comum – 10 abril 2012 
535,Programação Python: Melhor desenvolvimento de PHP com o Laravel Framework e o Eloquent,Serge Mbele Amoungui,,,,,52 páginas,26 outubro 2023,Edicoes Nosso Conhecimento,  Capa comum – 26 outubro 2023 
536,O Oráculo De Delfos,Marion Giebel,,," 4,8 ",21 avaliações de clientes,116 páginas,1 janeiro 2014,Odysseus,  Capa comum – 1 janeiro 2014 
537,Sistema de apoio à decisão: Sistema de apoio à decisão com Python,Luis Angel Sosa Rivero,,,,,64 páginas,9 janeiro 2024,Edicoes Nosso Conhecimento,  Capa comum – 9 janeiro 2024 
538,Sistema de Recomendação de Livros Online Utilizando Filtragem Colaborativa: Aplicação da aprendizagem mecânica usando Python,Pratik Kumar Halder,Sukanta Kundu,,,,52 páginas,12 fevereiro 2024,Edicoes Nosso Conhecimento,  Capa comum – 12 fevereiro 2024 
539,Gastaria Tudo com Pizza - Edição com Autógrafo,Pedro Duarte,,," 4,9 ",57 avaliações de clientes,224 páginas,2 dezembro 2019,Pipoca e Nanquim,  Capa dura – 2 dezembro 2019 
540,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python,Asha Sohal,,,,,60 páginas,31 dezembro 2023,vazio,  Capa comum – 31 dezembro 2023 
541,INTRODUCAO A COMPUTACAO USANDO PYTHON - UM FOCO NO,,,,,,516 páginas,vazio,vazio,  Capa comum 
542,Implementação do Python na Previsão da Estrutura Física e Microfísica,Nishikant Kishor Dhapekar,Arshad Quraishi,,,,76 páginas,29 abril 2022,vazio,  Capa comum – 29 abril 2022 
543,"Software livre: Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender, História do software livre, NetHack, Copyleft, LaTeX",Fonte: Wikipedia,,,,,224 páginas,1 julho 2011,"Books LLC, Wiki Series",  Capa comum – 1 julho 2011 
544,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git",Fonte: Wikipedia,,,,,248 páginas,29 junho 2011,"Books LLC, Wiki Series",  Capa comum – 29 junho 2011 
545,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic",Fonte: Wikipedia,,,,,54 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
546,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64",Fonte: Wikipedia,,,,,32 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
547,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal",Fonte: Wikipedia,,,,,46 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
548,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender",Fonte: Wikipedia,,,,,226 páginas,30 junho 2011,"Books LLC, Wiki Series",  Capa comum – 30 junho 2011 
549,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam",Fonte: Wikipedia,,,,,30 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
550,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script",Fonte: Wikipedia,,," 1,0 ",1 classificação,50 páginas,25 junho 2011,"Books LLC, Wiki Series",  Capa comum – 25 junho 2011 
551,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia",Fonte: Wikipedia,,,,,30 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
552,Introdução à ciência dos dados,Shabnam Sayyad,Vidya Patil,,,,120 páginas,7 dezembro 2023,vazio,  Capa comum – 7 dezembro 2023 
553,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git",Fonte: Wikipedia,,,,,248 páginas,29 junho 2011,"Books LLC, Wiki Series",  Capa comum – 29 junho 2011 
554,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic",Fonte: Wikipedia,,,,,54 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
555,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64",Fonte: Wikipedia,,,,,32 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
556,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal",Fonte: Wikipedia,,,,,46 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
557,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender",Fonte: Wikipedia,,,,,226 páginas,30 junho 2011,"Books LLC, Wiki Series",  Capa comum – 30 junho 2011 
558,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam",Fonte: Wikipedia,,,,,30 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
559,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script",Fonte: Wikipedia,,," 1,0 ",1 classificação,50 páginas,25 junho 2011,"Books LLC, Wiki Series",  Capa comum – 25 junho 2011 
560,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia",Fonte: Wikipedia,,,,,30 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
561,Introdução à ciência dos dados,Shabnam Sayyad,Vidya Patil,,,,120 páginas,7 dezembro 2023,vazio,  Capa comum – 7 dezembro 2023 
562,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git",Fonte: Wikipedia,,,,,248 páginas,29 junho 2011,"Books LLC, Wiki Series",  Capa comum – 29 junho 2011 
563,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic",Fonte: Wikipedia,,,,,54 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
564,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64",Fonte: Wikipedia,,,,,32 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
565,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal",Fonte: Wikipedia,,,,,46 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
566,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender",Fonte: Wikipedia,,,,,226 páginas,30 junho 2011,"Books LLC, Wiki Series",  Capa comum – 30 junho 2011 
567,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam",Fonte: Wikipedia,,,,,30 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
568,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script",Fonte: Wikipedia,,," 1,0 ",1 classificação,50 páginas,25 junho 2011,"Books LLC, Wiki Series",  Capa comum – 25 junho 2011 
569,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia",Fonte: Wikipedia,,,,,30 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
570,Introdução à ciência dos dados,Shabnam Sayyad,Vidya Patil,,,,120 páginas,7 dezembro 2023,vazio,  Capa comum – 7 dezembro 2023 
571,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git",Fonte: Wikipedia,,,,,248 páginas,29 junho 2011,"Books LLC, Wiki Series",  Capa comum – 29 junho 2011 
572,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic",Fonte: Wikipedia,,,,,54 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
573,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64",Fonte: Wikipedia,,,,,32 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
574,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal",Fonte: Wikipedia,,,,,46 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
575,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender",Fonte: Wikipedia,,,,,226 páginas,30 junho 2011,"Books LLC, Wiki Series",  Capa comum – 30 junho 2011 
576,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam",Fonte: Wikipedia,,,,,30 páginas,26 junho 2011,"Books LLC, Wiki Series",  Capa comum – 26 junho 2011 
577,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script",Fonte: Wikipedia,,," 1,0 ",1 classificação,50 páginas,25 junho 2011,"Books LLC, Wiki Series",  Capa comum – 25 junho 2011 
578,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia",Fonte: Wikipedia,,,,,30 páginas,27 junho 2011,"Books LLC, Wiki Series",  Capa comum – 27 junho 2011 
