,0
379,"Coletânea Tópicos Especiais em Python - Fernando Feltrin: 5 livros, 600+ páginas de conteúdo"
380,"Coletânea PYTHON AO EXTREMO: 6 livros, 1000+ páginas"
381,Análise de Séries Temporais em R: Curso Introdutório
382,"PYTHON DESVENDADO: HISTÓRIA, EVOLUÇÃO E DOMÍNIO"
383,Docker: Conceito e Prática
384,O que é Linux
385,Estatística e Ciência de Dados
386,Python na Prática da Inteligência Artificial: Do Zero às Aplicações Avançadas
387,Seja um Programador Foda!: Manual para uma carreira de sucesso
388,Começando a programar em C Para leigos
389,"Seu primeiro projeto de manutenção preditiva: ""Usando Machine learning para prever falhas em máquinas"""
390,Não me faça pensar: atualizado
391,Decodificando Analytics: Excel com Python e Além
392,Introdução à Programação com Python: Do Zero à Automação: Um guia passo-a-passo para iniciantes
393,Scikit-Learn para Data Science: Uma maneira fácil e rápida para os iniciantes em IA
394,Aprendendo Java. Por Meio de Conceitos e Exemplos
395,Tecnologia da Informação para Concursos: Desenvolvimento de Software
396,Análise Preditiva e o Consumidor Litigante: a Inteligência Artificial Pode Prever o Litígio de Consumo? (Edição 1)
397,Mundo Python : Guia Python Para Programadores Iniciantes c/ Projeto Bônus
398,NEGÓCIOS DIGITAIS: O PRÓXIMO NÍVEL DA INTELIGÊNCIA
399,Documentação do Cython
400,Desenvolvimento de sistemas para iniciantes
401,Gramática
402,"Para Que Serve Tudo Isso?. A Filosofia E O Sentido Da Vida, De Platão A Monty Python"
403,Aprendendo Lógica de Programação do Zero: Um Guia Essencial para Iniciantes (Programação Descomplicada: Domine as Linguagens do Futuro de um jeito rápido e fácil)
404,Introdução ao Pentest
405,Coletânea Tópicos Especiais em Python (4 livros)
406,Machine Learning: Introdução à classificação
407,Seja um Programador Foda!: Manual para uma carreira de sucesso
408,Desenvolvimento de sistemas para iniciantes
409,Guia de Referência Rápida da linguagem de programação Python
410,"Automação de Testes na Prática com Python, Selenium e Behave."
411,Cálculo Financeiro das Tesourarias: Bancos e Empresas
412,Roteiro de Aprendizagem: Lógica de Programação e Algoritmos: Python como primeira linguagem
413,Guia para se Tornar um Analista de Dados: A análise de dados é uma das profissões mais procuradas e gratificantes da era digital. Venha fazer parte desse seleto grupo de pessoas.
414,Manual de Análise Técnica: Essência e estratégias avançadas: Tudo o que um investidor precisa saber para prosperar na bolsa de valores até em tempos de crise
415,As Habilidades Necessárias para ser um Cientista de Dados: compreenda os fundamentos da ciência de dados.
416,"MySQL Essencial: Do básico ao avançado - um curso prático (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
417,Manual de Análise Técnica: Essência e estratégias avançadas: Tudo o que um investidor precisa saber para prosperar na bolsa de valores até em tempos de crise
418,Algoritmos. Programação Para Iniciantes
419,Estatística
420,Aprendendo Julia - Introdução à linguagem de programação Julia
421,Computação em Nuvem
422,"MySQL Essencial: Do básico ao avançado - um curso prático (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
423,Os Doze Macacos
424,Ganhando Dinheiro com Opções: Conheça as Estratégias Vencedoras Para ter Sucesso em Operações com Derivativos na Bolsa de Valores
425,HTML e CSS: projete e construa websites
426,Documentação do RPyC
427,Conceitos de Linguagens de Programação
428,MINERAÇÃO DE DADOS EDUCACIONAIS : Primeiros Passos com Python
429,Crie microsaas com python: Transforme suas habilidades de programação em sucesso profissional: Aprenda a criar software incrível com Python
430,Python: Perguntas e respostas de múltipla escolha
431,Python Machine Learning
432,Minha Lady Jane
433,Pentest em Redes sem fio
434,Metodos Numericos Computacionais
435,MicroPython - Aprenda a programar microcontroladores
436,Auto se conheça
437,Betting Python - Código Para Prognósticos
438,Termodinâmica na Engenharia Química
439,Fácil Aprendizagem Python 3: Passo a passo para levar os iniciantes a aprender Python melhor e rápido
440,Pythonverso: Aprendendo Python com jogos e desafios
441,Introdução ao Pentest
442,Use a cabeça! Desenvolvendo para Android: desenvolvendo para Android
443,Web Scraping com Python: Domine a coleta de dados na web para análise e insights
444,Fundamentos da computação em nuvem (Série Universitária)
445,Criando Projetos com Arduino Para a Internet das Coisas: Experimentos com Aplicações do Mundo Real – Um Guia Para o Entusiasta de Arduino ávido por Aprender
446,Introducao A Programacao Pensamento Computacional
447,O Fantasma - volume 10: O fantasma aterroriza os terroristas!
448,Não Me Faça Pensar
449,"Para Que Serve Tudo Isso?. A Filosofia E O Sentido Da Vida, De Platão A Monty Python"
450,Computação Científica usando Python
451,Put some farofa
452,Monty Python. Uma Biografia Escrita por Monty Python
453,Botando a Mão na Massa: Guia prático para aprender Python
454,Redes neurais artificiais: Fundamentos e Aplicações
455,Iniciando em python
456,Análise Técnica de Ações - Padrões Gráficos
457,Reconhecimento de gestos manuais com Python
458,Ciência de Dados e Aprendizado de Máquina: Uma abordagem prática as redes neurais artificiais
459,Analítica de dados com Hadoop: Uma introdução para cientistas de dados
460,ChatGPT e Python Em Ação Para Iniciantes
461,"Desenvolvimento de Jogos 2D com Unity: O Guia do Iniciante (Jogos, python e IA)"
462,151 Desafios Pythonicos: Aprenda Python Através de Exercícios
463,"Coletânea Tópicos Especiais em Python: 3 Livros, 400+ Páginas"
464,Introdução à Programação e aos Algoritmos
465,Python Bootcamp (Exercícios Comentados): Vol. 1
466,Métodos Numéricos Aplicados: Rotinas em C++
467,Introdução a Lógica de Programação
468,Sistemas de Banco de Dados
469,Lógica de Programação com Python: Aprenda a Programar do Zero!
470,"COLETÂNEA Tópicos Especiais em Python: 2 livros, 280+ páginas"
471,Use a cabeça! Análise de dados
472,Raspberry PI descomplicado
473,Inteligência Artificial Aplicada: Usando Python e TensorFlow
474,Fundamentos De Programação Python
475,"COLETÂNEA PYTHON NA PRÁTICA: 2 livros, 290+ páginas, 175+ exercícios"
476,Introdução à Programação: Para Iniciantes e Agências Web Modernas
477,"Inteligência Artificial em Javascript (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
478,"Aprenda tudo sobre JavaScript , Python , Java , C# e SQL"
479,Visão Computacional em Python: Do básico às redes neurais artificiais
480,JavaScript do ZERO à Programação Orientada a Objetos
481,As aventuras de Patuncio: O programador Full Quack
482,Aprender a programar em Python: Aprenda a linguagem de programação python do zero.
483,Gastaria Tudo Com Pizza
484,101 Exercícios Comentados em Python: F. Lima
485,Introdução à Programação com Python
486,Sql Avancado e Teoria Relacional - 1
487,Computação Distribuída em Python
488,Algoritmos
489,"O Livro do Programador: A bússola definitiva para você programar em qualquer linguagem (Aprendendo Programação e Desenvolvimento Web com Javascript, C# e Bancos de Dados)"
490,Programando em Python do Basico `A Web
491,Inteligência Artificial
492,Tópicos Especiais em Python - Vol. 5 (Tópicos Especiais em Python - Fernando Feltrin Livro 1)
493,Arrays com Python + Numpy (Versão Estendida): 75+ Exercícios Resolvidos e Comentados
494,Ciência dos Dados nas Organizações. Aplicações em Python
495,Redes Neurais Artificiais Aplicadas à Medicina: Versão Estendida - 400+ páginas
496,Computação em Nuvem: O Que Você Realmente Precisa Saber
497,Computação em Nuvem: O Que Você Realmente Precisa Saber
498,Inteligência Artificial e Machine Learning: Teoria e Aplicações
499,"TRIBOLOGIA, LUBRIFICAÇÃO E MANCAIS DE DESLIZAMENTO - 2ª EDIÇÃO REVISTA E AMPLIADA"
500,Aprendizado de máquina Para Leigos
501,"Administracao De Redes Com Scripts: Bash Script, Python E Vbscript"
502,Aprendendo A Programar
503,2h para Aprender Python : Conteúdos e Dicas para Iniciantes em Python
504,BOT Trade para Criptomoedas: Crie seu próprio Robô de Criptomoedas
505,Aprenda tudo sobre python
506,Reencarnei como uma jujuba: e outros textos igualmente degradantes
507,PYTHON_PODCAST_BR
508,História da Programação: primeira linguagem de programação e a sua evolução
509,Framework Django para iniciantes
510,Práticas Python para Principiantes: Livro Exclusivo para Aspirantes
511,"Da Revolução do Stand-up à TV Pirata: Comédia e Sociedade no Brasil, Estados Unidos e Inglaterra"
512,Vagabundos no Espaço - Volume1
513,Grande sertão: veredas
514,O avesso da pele – Vencedor Jabuti 2021
515,Teoria computacional de grafos: Os algoritmos
516,Python para Iniciantes: Uma jornada descomplicada na programação
517,Tópicos Especiais em Python Volume 4: Boas Práticas de Programação (Tópicos Especiais em Python - Fernando Feltrin Livro 2)
518,Guia Essencial para Iniciantes em Programação: Descubra quais as Linguagens Mais Populares para você aprender
519,Python Expresso: Aprendizado Rápido e Eficiente
520,Python para iniciantes
521,O BÁSICO DE APRENDER A CODIFICAÇÃO PYTHON PARA ADOLESCENTES
522,Tópicos Especiais em Python - Fernando Feltrin
523,Pequena coreografia do adeus
524,O Pequeno Príncipe (Original): Tradução original com aquarelas do autor
525,Zeros de funções: Série Cálculo Numérico para todos
526,Algoritmos de Programação: Exemplos Implementados - Revisado
527,informática - Série Provas e Concursos: 1507 Questões Comentadas
528,"Pesquisa Operacional: 170 Aplicações em Estratégia, Finanças, Logística, Produção, Marketing e Vendas"
529,Python para Iniciantes: Guia de Introdução à Lógica de Programação
530,Python Em Poucas Palavras
531,O Livro da Selva
532,Derivativos e Risco de Mercado
533,O Morro dos Ventos Uivantes - Edição de Luxo Almofadada: Acompanha marcador de páginas
534,Irmãos Karamazov - Edição de Luxo Almofadada: Acompanha marcador de páginas
535,Memória e esquecimento na internet (Pautas em Direito)
536,Uma introdução à Internet das Coisas e Sistemas Embarcados utilizando programação por blocos com BIPES e ESP8266 / ESP32
537,Coleção Os Melhores Filmes de Todos os Tempos (Completa - 8 volumes)
538,Expressões Regulares Cookbook
539,AS MELHORES BIBLIOTECAS PYTHON: Torne-se um Especialista na Linguagem mais Popular do Mundo!
540,Programação Orientada à Objetos em Python: Do Básico ao Avançado
541,Python Fácil: Guia Python Para Iniciantes
542,Técnicas de invasão de sistemas pentest: práticas detalhadas de hacker ético para os novos profissionais do mercado
543,Programação Python: Para principiantes
544,Documentação do Jinja: Documentação do Jinja completa em Português
545,Python para Iniciantes: Aprenda a Programar de Forma Simples e Divertida
546,"Coletânea Tópicos Especiais em Python: 3 Livros, 400+ Páginas"
547,O Reino De Python
548,Método de Volumes Finitos Aplicado à Condução de Calor
549,Aprendendo a programar com Python
550,Python - do Inicio ao Desenvolvimento Basico de Jogos
551,Um Caminho para a Engenharia de Dados
552,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: PROGRAMAR AVANÇADO EM PYTHON
553,Sistema de Correcção Automática - Python OMR
554,Uma introdução prática ao processamento de sinais digitais com Python
555,Python - Primeiro passo no data science
556,Guia Mangá álgebra Linear
557,APRENDENDO LÓGICA DE PROGRAMAÇÃO (Portugol)
558,Histórias apócrifas
559,Algoritmos e Estruturas de Dados
560,Estatística básica
561,Atos Assombrosos - A Trilogia De Eddie Dickens
562,Python Descomplicado: Da Programação Iniciante ao Avançado
563,Meu Primeiro Livro de Programação
564,Machine Learning E Python: Um Guia Pr?tico ? Ci?ncia De Dados
565,A Espetacular e Incrível Vida de Douglas Adams
566,Eleve o nível da Extração de Dados(OCR) a um Novo Patamar: Descubra os Segredos com Google Vision API e ChatGPT
567,Métodos Numéricos: Ponto fixo com MATLAB e Python
568,Machine Learning no Power BI: Use o aprendizado de máquina para automatizar seu Power BI
569,Introdução À Programação Com Python. Algoritmos E Lógica De Programação Para Iniciantes
570,Como Funciona Um Sistema De Recomendação
571,Computação em nuvem - cloud computing: tecnologias e estratégias
572,"Aprenda Python em 2h, com Mini Curso Python Gratuito"
573,250 Exercícios de Múltipla Escolha Sobre Python
574,Aprendizado De Máquina Python 2 Livro Em 1
575,Tópicos Especiais em Python - Volume 2 (Tópicos Especiais em Python - Fernando Feltrin Livro 4)
576,PUDIM PROJECT: Python Volume 11 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT)
577,Análise técnica dos mercados financeiros
578,"Inteligência Artificial: Robôs, Aplicativos e Aprendizado de Máquina em Poucas Palavras"
579,Gestão da Segurança da Informação em Sistemas-de-Sistemas com RDFLib
580,PUDIM PROJECT: Python Volume 09 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 7)
581,PUDIM PROJECT: Python Volume 08 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 8)
582,Aprenda a programar em 10 lições fáceis
583,Codificação Python c++
584,Inteligência Artificial Bayesiana
585,Python Bootcamp (Exercícios em Python): Vol. 2
586,Python Bootcamp (Exercícios em Python): Vol. 3
587,50+ Exercícios Resolvidos e Comentados em Python: Nível Especialista (Exercícios Resolvidos e Comentados em Python - Fernando Feltrin Livro 2)
588,Framework Django para Iniciantes: Desenvolvimento ágil de páginas web modernas com Python + HTML + CSS + Javascript
589,TECNOLOGIA DA INFORMAÇÃO: O mais completo para todos os concursos.
590,Programação em Python 3
591,Nagios. Monitorando de Redes Corporativas - 1
592,PUDIM PROJECT: Python Volume 07 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT Livro 9)
593,Construa Uma Estrutura Web Frontend (do Zero)
594,Python para programadores africanos principiantes
595,Python Descomplicado
596,O Plâncton como Bioindicador Ambiental – Guia Prático Ilustrado
597,2h de Python
598,"Guia do Maker Para o Apocalipse Zumbi: Defenda sua Base com Circuitos Simples, Arduino e Raspberry Pi"
599,PUDIM PROJECT: Python Volume 10 - Automatizando Postagens em Redes e Plataformas Sociais (Python PUDIM PROJECT)
600,Concepção de um dispositivo de análise térmica simples e diferencial: Utilização de ferramentas Arduino® e Python®
601,Extracção de padrões de utilidade utilizando Python
602,GUIA PRÁTICO PARA APRENDER A PROGRAMAR EM PYTHON: APRENDER A PROGRAMAR
603,Python Infantilizado: Conceitos Iniciais em exemplos bobos.
604,Programação Orientada à Objetos em Python: Do Básico ao Avançado
605,TECNOLOGIA DA INFORMAÇÃO: O mais completo para todos os concursos.
606,Métodos Numéricos: Ponto Fixo (Matlab e Pyton)
607,Drones e Aerofotogrametria: Uma Questão de Atitude e de Matemática: Correção Geométrica no Ângulo Yaw
608,"Introducao a Programacao Web Para Bioinformatica. Html, Css, Php & Javascript"
609,Porque Não sou Cristão
610,Controle da qualidade handbook - vol.1 - conceitos
611,Dados Demais!
612,Explorando Além dos Gráficos: Recursos Avançados e Truques no Power B (Power BI além dos gráficos Livro 1)
613,"Integrando Flash com Perl e Python - Versoes Mx 2004, Mx e 5.0 - 1"
614,Primeiros Passos com Web2py: Desenvolvimento Agil para Web
615,"Inteligência Artificial: A Breve História da Aprendizagem Profunda, Algoritmos, Processamento de Linguagem Natural, Redes Neurais Artificiais e Ferramentas como ChatGPT, Dall-E e Mais"
616,Python E Django - Desenvolvimento Agil De Aplicacoes Web
617,MANUAL DO FREELANCER: Consiga seu primeiro cliente e ganhe uma renda extra
618,Sistema de Recomendação de Livros Online Utilizando Filtragem Colaborativa: Aplicação da aprendizagem mecânica usando Python
619,Monty Python - o Sentido da Vida - sem CD
620,Sistemas Lineares: Série Cálculo Numérico para todos
621,As fantásticas fábulas do magnífico Terry Jones
622,"Cálculo No Mercado Financeiro: Conceitos, Ferramentas E Exercícios"
623,Documentação do Twisted
624,Uma fuinha sobrenatural se instalou no meu cérebro: e outros textos igualmente imbecis
625,Geek Love: Todos nós temos um lado freakshow
626,C#: Como Programar
627,Coding for Security : Guia Completo para Desenvolvimento Seguro
628,DESPERTE O PROFÉTICO QUE HÁ EM VOCÊ: Como operar biblicamente no profético e desmascarar o espírito Python
629,UNIVERSO DA PROGRAMAÇÃO: Guia Essencial de termos e conceitos
630,Apostila Python: Porta de entrada
631,Apostila Python: Porta de entrada
632,Know python in Portuguese
633,Noções básicas de Python
634,Machine Learning: metodologia de mineração automatizada com dados das redes sociais e processamento de linguagem natural
635,Go em Ação
636,Python Descomplicado
637,As fantásticas fábulas do magnífico Terry Jones
638,Python para Iniciantes: Um Guia Prático para Aprender a Programar
639,Documentação do PyTest
640,Explicando Django 1.10
641,Aprenda a Programar
642,"Administracao De Redes Com Scripts. Bash Script, Python E Vbscript"
643,Aprendizagem profunda prática com programação Python
644,Plone 4: administrando servidores Plone 4.x na prática
645,Por Que Não Sou Cristão
646,Guia como codificar em Minecraft
647,Blockchain com Python Guia básico: Python aplicado ao blockchain em nível básico
648,Mineração de Dados da Web Social
649,DOMINE O TensorFlow: Aprenda a trabalhar na melhor ferramenta de inteligência artificial do mercado
650,Estrutura de Dados e Técnicas de Programação
651,Aprendizagem Da Máquina de Programação Em Python: Uma introdução aos modelos de aprendizagem automática - supervisionada
652,Expressões Regulares. Uma Abordagem Divertida
653,Aprendendo Julia - Introdução à DataFrames e Ciência de Dados em Julia
654,PYTHON GAMES
655,Guia abrangente para o empenamento dinâmico do tempo em Python
656,Aprendizado de Máquina
657,LATEX para cientistas
658,Gestión de tesorería con Python
659,Curso Básico para se Tornar um Programador
660,A Arte da Programação:: Desafios e Conquistas de Levike
661,Aum Coloração Em Bloco Para Gráficos Especiais Com Codificação Python: Vol 2
662,Simplificando Algoritmos
663,Programação Python: Complexo é Simples
664,Cartografia Com Python: Aplicações NAS Ciências Agrárias E Geociências
665,Rastreamento celular convectivo através da Visão Computadorizada baseada no Aprendizado Profundo: Algoritmo baseado em Python para identificação e seguimento de células convectivas
666,Python Descomplicado: O caminho do Autodidata
667,Inteligência Artificial com R e Python para Iniciantes: Uma Introdução à Análise Estatística e Machine Learning
668,Computação em nuvem para concursos - Questões comentadas e teoria
669,23 Perguntas sobre Aprendizado de Máquina: Regras Práticas para o Desenvolvimento de Aplicações
670,"Padronização da Colheita de Semên em Três Espécies de Serpentes: (Epicrates crassus, Python regius e Crotalus durissus terrificus)"
671,Programando o Raspberry PI
672,Raspberry PI. Manual do Usuário
673,Programação à Caminho: Aprenda os conceitos básicos e escreva seu primeiro código.
674,UNIVERSO DA PROGRAMAÇÃO: Guia essencial de termos e conceitos
675,Curso Intensivo de Python: Uma Introdução Prática e Baseada em Projetos à Programação
676,Aprendendo Pentest com Python: Utilize Scripts Python Para Executar Pentests Eficazes e Eficientes
677,Deteção de idade e género com base na aprendizagem profunda
678,Computational Thinking : Unlocking the Power of Problem Solving
679,Deteção de imagens falsas utilizando algoritmos de aprendizagem automática
680,Labirinto: Trinta anos sem perder a magia
681,Aprenda a Programar com Minecraft: Transforme seu Mundo com o Poder do Python
682,Computação Em Nuvem: Solução de armazenamento de dados
683,PYTHON TOTAL Volume 5
684,PYTHON TOTAL: Deep Learning e Visão Computacional
685,"Míster Mundo: Jorge Jesus, o Flamengo e o incrível ano de 2019"
686,Geração de citações aleatórias por categoria
687,Humanos: Una breve historia de cómo la hemos pifiado
688,Dominando Python
689,Data science do zero: primeiras regras com o Python
690,Python Para Data Science
691,Python para começar
692,Python com Excel: Automação e Análise de Dados
693,Desenhando com Turtle Graphics – Python
694,Use a cabeça! Programação JavaScript: programação JavaScript
695,Desenhando com Turtle Graphics – Python
696,Use a cabeça! Programação JavaScript: programação JavaScript
697,Python Primer: um guia para principiantes sobre os fundamentos da programação
698,Programação Python
699,Python: Uma Introdução Simples
700,IMPLEMENTANDO UM PERCEPTRON NO PYTHON
701,Python para IOT: Programação Prática Python para IOT
702,Manual de Introdução à Programação Python
703,ALGORITMOS E LÓGICA DE PROGRAMAÇÃO COM PYTHON
704,PROGRAMAÇÃO PYTHON: APRENDER RAPIDAMENTE
705,Aprendendo Python
706,Conceitos de programação Python: Para principiantes e estudantes
707,Exemplos de utilização de Python para criar Geo-apps
708,Linguagens de Programação: Princípios e Paradigmas
709,"Python: Pygame, Zope, Trac, Sintaxe e semântica de Python, Guido van Rossum, CPython, Blender Publisher, Django, WxPython, PyQT, PyGTK, Stoq"
710,FUNDAMENTOS DE DEEP LEARNING: Um Guia Essencial para Estudantes e Profissionais
711,Algoritmos e Logica de Programacao com Python
712,Processamento de imagens: Edição de construção do ambiente Python/OpenCV
713,Um algoritmo Python para a criação de dicionários em línguas africanas: Desenvolvimento de ferramentas HLT para as línguas africanas utilizando software de código aberto
714,O Oráculo De Delfos
715,Programação Python: Melhor desenvolvimento de PHP com o Laravel Framework e o Eloquent
716,Introducao A Programacao Com Python [Paperback] ROJAS E KOSTIN
717,Algoritmos - Teoria e Prática
718,Livro de Tarefas de Segurança Cibernética: Protecção de dados utilizando a linguagem de programação Python
719,Gastaria Tudo com Pizza - Edição com Autógrafo
720,CONVERSÃO ÁUDIO/TEXTO PARA LINGUAGEM GESTUAL: ABORDAGEM PYTHON
721,Sistema de apoio à decisão: Sistema de apoio à decisão com Python
722,INTRODUCAO A COMPUTACAO USANDO PYTHON - UM FOCO NO
723,Implementação do Python na Previsão da Estrutura Física e Microfísica
724,"Software livre: Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender, História do software livre, NetHack, Copyleft, LaTeX"
725,"Conteúdo livre: Enciclopédias livres, Jogos em Código aberto, Licenças de conteúdo livre, Software livre, Python, Git"
726,"Linguagens interpretadas: Python, Linotte, Euphoria, Ruby, VBScript, Perl, AppleScript, Lua, Batch, AWK, Shell script, MIRC script, Logic Basic"
727,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
728,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
729,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
730,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
731,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
732,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
733,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
734,Análise de dados
735,Introdução à ciência dos dados
736,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
737,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
738,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
739,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
740,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
741,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
742,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
743,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
744,Análise de dados
745,Introdução à ciência dos dados
746,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
747,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
748,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
749,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
750,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
751,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
752,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
753,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
754,Análise de dados
755,Introdução à ciência dos dados
756,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
757,"Compiladores e interpretadores livres: Python, Free Pascal, PHP, Perl, Lua, AWK, GNU Compiler Collection, Cygwin, OCaml, Boo, Pawn, QB64"
758,"Linguagens de programação orientadas a objetos: C++, Python, Java, Ruby, C♯, Eiffel, Scala, Ada, Embarcadero Delphi, Smalltalk, Object Pascal"
759,"Software por licença: Licenças de Software, Software livre, Python, Git, KDE Software Compilation 4, Projeto Harbour, Blender"
760,"Humoristas do Reino Unido: Humoristas da Inglaterra, Monty Python, Graham Chapman, John Cleese, Hugh Laurie, Michael Palin, Terry Gilliam"
761,"Linguagens de script: Python, Euphoria, JavaScript, Ruby, VBScript, PHP, Perl, AppleScript, Lua, Batch, AWK, ActionScript, Shell script"
762,"Humor: Desciclopédia, Piada, Monty Python, English As She Is Spoke, La Frikipedia, Trote telefônico, Cartoon, Partido político zuado, Paródia"
763,Reconhecimento de gestos da mão utilizando aprendizagem automática em Python
764,Análise de dados
765,Introdução à ciência dos dados
766,Chuvas Intensas e Marés Crescentes em Moçambique: Desafios e Estratégias Diante do Aumento do Nível do Mar
